modified_Smelly_Classes,classsize,classtype,BugsafterSmells,BugsbeforeSmells,fixingcommits,codechurn,commitsexhibiting,v2.0.2,v2.0.6,v2.1.3,v2.1.4,v2.2.3,v2.2.4,v2.3.9,v2.3.10,v2.5.0,v2.5.4,v2.5.6,v2.5.7,v2.6.11,v2.7.8,v2.8.8,v2.9.1,v2.9.3,v2.10.9,v2.10.14,v2.10.17,v2.10.19,v3.1.6,v3.3.4,v3.4.8,v3.5.3,v3.6.2
src/View/Widget/DateTimeWidget.php,629,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/basics.php,1085,Large,1,1,1,429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,0,0,0,0
tests/TestCase/BasicsTest.php,1197,Large,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tests/TestCase/Cache/Engine/ApcEngineTest.php,314,Large,17,1,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
tests/TestCase/Cache/Engine/RedisEngineTest.php,425,Large,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tests/TestCase/Cache/Engine/XcacheEngineTest.php,271,Medium,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tests/TestCase/Controller/Component/AuthComponentTest.php,1262,Large,93,6,2,588,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,396,0,0,0
tests/TestCase/Controller/Component/RequestHandlerComponentTest.php,986,Large,38,4,1,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0
tests/TestCase/Database/QueryTest.php,3554,Large,39,22,3,171,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,43,0,30,0,0,0
tests/TestCase/Database/Schema/PostgresSchemaTest.php,1274,Large,8,4,2,132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,104,0,0,0,0,0
tests/TestCase/Filesystem/FileTest.php,663,Large,5,1,1,164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0
tests/TestCase/I18n/TimeTest.php,926,Large,1,1,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
tests/TestCase/Network/ResponseTest.php,3135,Large,47,12,2,102,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,68,0,0,0,0,0
tests/TestCase/ORM/Association/BelongsToManyTest.php,1373,Large,20,4,2,94,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,62,0,0,0
tests/TestCase/ORM/Association/BelongsToTest.php,403,Large,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tests/TestCase/ORM/Association/HasManyTest.php,743,Large,16,5,3,2476,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,2316,0,23,0,0,0
tests/TestCase/ORM/Association/HasOneTest.php,414,Large,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tests/TestCase/ORM/QueryRegressionTest.php,1418,Large,15,7,2,109,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,42,0,0,0
tests/TestCase/ORM/ResultSetTest.php,420,Large,6,1,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
tests/TestCase/ORM/RulesCheckerIntegrationTest.php,1412,Large,30,8,2,231,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,30,0,0,0
tests/TestCase/Routing/RequestActionTraitTest.php,419,Large,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tests/TestCase/Routing/Route/DashedRouteTest.php,215,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tests/TestCase/Shell/CompletionShellTest.php,261,Medium,5,1,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
tests/TestCase/TestSuite/IntegrationTestCaseTest.php,927,Large,7,2,2,128,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,81,0,0,0
tests/TestCase/View/Helper/FormHelperTest.php,9140,Large,93,8,2,321,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,289,0,0,0,0,0
tests/TestCase/View/ViewTest.php,1436,Large,24,3,2,382,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,63,0,0,0
tests/TestCase/View/Widget/DateTimeWidgetTest.php,1282,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Database/Type.php,300,Large,5,1,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
src/Error/ExceptionRenderer.php,352,Large,17,4,2,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0
src/Event/EventManager.php,576,Large,6,3,2,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,41,0,0,0
src/Mailer/Email.php,2923,Large,11,3,3,236,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,150,0,79,0,0,0
src/ORM/Behavior.php,419,Large,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/ORM/Behavior/TreeBehavior.php,1007,Large,17,1,1,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0
src/ORM/Locator/TableLocator.php,265,Medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Routing/RouteBuilder.php,1075,Large,4,1,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
src/Routing/Router.php,1063,Large,24,6,3,122,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34,0,70,0,0,0
src/TestSuite/Fixture/FixtureManager.php,486,Large,15,2,2,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,8,0,0,0
src/TestSuite/TestCase.php,751,Large,14,3,2,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,35,0,0,0
src/Utility/Xml.php,393,Large,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Cache/Cache.php,241,Medium,5,1,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
src/Cache/CacheEngine.php,179,Medium,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Cache/Engine/FileEngine.php,492,Large,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Cache/Engine/MemcachedEngine.php,507,Large,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Cache/Engine/NullEngine.php,117,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Collection/CollectionTrait.php,750,Large,13,5,1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0
src/Console/ConsoleIo.php,399,Large,3,1,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0
src/Console/ConsoleOptionParser.php,651,Large,6,3,1,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
src/Console/Shell.php,912,Large,16,1,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0
src/Console/ShellDispatcher.php,332,Large,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Controller/Component/FlashComponent.php,166,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Controller/Component/PaginatorComponent.php,429,Large,12,1,1,647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,0,0,0,0,0
src/Controller/Component/SecurityComponent.php,626,Large,36,14,3,364,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,161,0,34,0,0,0
src/Controller/Controller.php,1271,Large,20,4,3,412,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,69,0,25,0,0,0
src/Controller/Exception/AuthSecurityException.php,25,Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Core/Configure.php,450,Large,2,1,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
src/Core/Exception/Exception.php,97,Medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Core/InstanceConfigTrait.php,350,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Core/Plugin.php,423,Large,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Core/StaticConfigTrait.php,342,Large,8,6,2,296,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,44,0,0,0,0
src/Database/Connection.php,757,Large,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Database/Dialect/PostgresDialectTrait.php,189,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Database/Dialect/SqliteDialectTrait.php,246,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Database/Dialect/SqlserverDialectTrait.php,393,Large,2,1,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
src/Database/Driver.php,394,Large,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Database/Driver/Mysql.php,688,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Database/Driver/Sqlserver.php,164,Medium,3,1,1,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0
src/Database/Expression/CaseExpression.php,67,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Database/FunctionsBuilder.php,276,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Database/Schema/BaseSchema.php,335,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Database/Schema/MysqlSchema.php,566,Large,6,2,2,467,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,411,0,0,0,0,0
src/Database/Schema/SqliteSchema.php,249,Medium,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
src/Database/Schema/SqlserverSchema.php,298,Medium,8,2,2,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,15,0,0,0
src/Database/Schema/TableSchema.php,533,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Database/SqlDialectTrait.php,96,Medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Database/Statement/StatementDecorator.php,193,Medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Database/Type/DateTimeType.php,325,Large,6,5,2,162,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,127,0,0,0
src/Datasource/EntityTrait.php,847,Large,9,5,2,75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,15,0,0,0,0,0
src/Error/Debugger.php,294,Medium,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Filesystem/File.php,592,Large,4,2,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
src/Http/Client.php,1317,Large,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Http/Client/Adapter/Stream.php,836,Large,6,1,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
src/Http/Client/Auth/Oauth.php,568,Large,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Http/ControllerFactory.php,284,Medium,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Http/Response.php,284,Medium,29,6,2,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,66,0,0,0
src/Http/ServerRequest.php,1059,Large,10,4,2,103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,88,0,0,0
src/Http/ServerRequestFactory.php,542,Large,4,1,1,426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0
src/I18n/FrozenTime.php,769,Large,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/I18n/Number.php,719,Large,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/I18n/Parser/MoFileParser.php,162,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/I18n/Parser/PoFileParser.php,262,Medium,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/I18n/PluralRules.php,560,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/I18n/RelativeTimeFormatter.php,383,Large,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/I18n/Time.php,185,Medium,4,2,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
src/I18n/Translator.php,352,Large,7,1,1,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0
src/I18n/TranslatorRegistry.php,1018,Large,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Log/Log.php,200,Medium,5,1,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
src/Mailer/Transport/SmtpTransport.php,175,Medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Network/Socket.php,248,Medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/ORM/Association/HasMany.php,125,Medium,9,4,1,129,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0
src/ORM/Behavior/CounterCacheBehavior.php,385,Large,6,2,1,123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0
src/ORM/Behavior/TranslateBehavior.php,2456,Large,13,3,2,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,47,0,0,0,0,0
src/ORM/EagerLoadable.php,338,Large,1,1,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0
src/ORM/Marshaller.php,319,Large,26,13,4,184,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,71,39,54,0,0,0
src/Routing/Route/RedirectRoute.php,280,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Routing/Route/Route.php,149,Medium,14,4,2,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,68,0,0,0,0,0
src/Shell/Task/ExtractTask.php,377,Large,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/TestSuite/Fixture/TestFixture.php,487,Large,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Utility/Hash.php,284,Medium,12,2,2,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,23,0,0,0
src/Utility/Inflector.php,443,Large,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Utility/Text.php,562,Large,6,2,2,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,50,0,0,0
src/Validation/Validator.php,327,Large,12,6,2,510,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,124,0,0,0
src/View/Cell.php,318,Large,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/View/Form/EntityContext.php,899,Large,8,2,2,109,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,42,0,0,0,0
src/View/Helper/BreadcrumbsHelper.php,475,Large,6,4,1,128,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0
src/View/Helper/NumberHelper.php,245,Medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/View/Helper/PaginatorHelper.php,345,Large,12,2,1,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0
src/View/Helper/RssHelper.php,363,Large,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/View/Helper/TextHelper.php,399,Large,8,3,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
src/View/Helper/TimeHelper.php,617,Large,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/View/Helper/UrlHelper.php,107,Medium,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/View/ViewBuilder.php,300,Large,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/View/ViewVarsTrait.php,288,Medium,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/View/Widget/MultiCheckboxWidget.php,1761,Large,12,1,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
src/View/Widget/RadioWidget.php,427,Large,5,4,1,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
src/View/Widget/SelectBoxWidget.php,175,Medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/View/XmlView.php,111,Medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,