fles,LocFixing,ChurnFxing,AddedFixing,RemovedFixing
libraries/cms/controller/legacy.php,23,2,0,2
libraries/cms/form/field/captcha.php,25,2,0,2
/form/fieldscms/form/field/helpsite.php,119,4,1,3
/form/fieldscms/form/field/menu.php,137,4,1,3
/fieldscms/form/field/templatestyle.php,72,4,1,3
/form/fieldscms/form/field/user.php,93,2,0,2
libraries/cms/form/rule/captcha.php,45,2,0,2
libraries/cms/language/multilang.php,9,2,0,2
libraries/cms/model/legacy.php,9,2,0,2
libraries/cms/schema/changeitem.php,45,4,1,3
libraries/cms/schema/changeitemsqlazure.php,64,4,1,3
libraries/cms/schema/changeset.php,66,4,1,3
libraries/cms/view/legacy.php,10,6,2,4
libraries/joomla/access/access.php,18,4,1,3
libraries/joomla/access/rule.php,28,4,1,3
libraries/joomla/access/rules.php,12,4,1,3
libraries/joomla/application/base.php,82,4,1,3
libraries/joomla/application/cli.php,52,4,1,3
libraries/joomla/application/cli/daemon.php,70,4,1,3
/joomla/application/component/modelform.php,18,4,1,3
/joomla/application/component/modelitem.php,80,4,1,3
libraries/joomla/application/input.php,65,4,1,3
libraries/joomla/application/input/files.php,35,4,1,3
libraries/joomla/application/menu.php,30,4,1,3
libraries/joomla/application/pathway.php,85,4,1,3
libraries/joomla/base/adapter.php,96,4,1,3
libraries/joomla/base/adapterinstance.php,47,4,1,3
libraries/joomla/base/node.php,44,4,1,3
libraries/joomla/base/tree.php,58,4,1,3
libraries/joomla/crypt/cipher.php,29,4,1,3
libraries/joomla/crypt/cipher/simple.php,54,6,2,4
libraries/joomla/crypt/key.php,195,6,2,4
libraries/joomla/database/exception.php,6,6,2,4
libraries/joomla/database/table/menutype.php,4,4,1,3
libraries/joomla/database/table/module.php,92,4,1,3
libraries/joomla/database/table/session.php,15,4,1,3
libraries/joomla/document/error/error.php,87,4,1,3
libraries/joomla/document/json/json.php,133,4,1,3
/joomla/document/opensearch/opensearch.php,34,4,1,3
libraries/joomla/document/raw/raw.php,42,6,1,5
/filesystem/support/stringcontroller.php,34,4,1,3
libraries/joomla/form/fields/spacer.php,13,4,1,3
libraries/joomla/form/rule.php,25,4,1,3
libraries/joomla/form/rules/color.php,22,4,1,3
libraries/joomla/form/rules/equals.php,16,4,1,3
libraries/joomla/form/rules/options.php,34,4,1,3
libraries/joomla/form/rules/rules.php,42,4,1,3
libraries/joomla/form/rules/username.php,90,4,1,3
libraries/joomla/github/forks.php,75,4,1,3
libraries/joomla/github/pulls.php,99,4,1,3
libraries/joomla/github/refs.php,41,4,1,3
libraries/joomla/html/html/email.php,134,4,1,3
libraries/joomla/html/html/form.php,40,4,1,3
libraries/joomla/html/html/user.php,50,4,1,3
libraries/joomla/html/toolbar.php,6,4,1,3
libraries/joomla/http/response.php,73,4,1,3
libraries/joomla/image/filters/brightness.php,16,4,1,3
libraries/joomla/image/filters/contrast.php,105,4,1,3
libraries/joomla/image/filters/edgedetect.php,60,4,1,3
libraries/joomla/language/helper.php,129,4,1,3
libraries/joomla/log/logexception.php,110,6,2,4
libraries/joomla/log/loggers/messagequeue.php,182,6,2,4
libraries/joomla/session/storage.php,16,4,1,3
libraries/joomla/session/storage/apc.php,268,6,2,4
libraries/joomla/session/storage/database.php,270,6,2,4
libraries/joomla/session/storage/eaccelerator.php,87,6,2,4
libraries/joomla/session/storage/memcache.php,114,6,2,4
libraries/joomla/session/storage/none.php,137,4,1,3
libraries/joomla/session/storage/wincache.php,41,4,1,3
libraries/joomla/session/storage/xcache.php,7,4,1,3
libraries/joomla/updater/adapters/extension.php,7,10,4,6
libraries/joomla/utilities/xmlelement.php,140,2,0,2
libraries/loader.php,24,4,1,3
/phpmailer/language/phpmailer.langjoomla.php,12,4,1,3
libraries/phpmailer/pop3.php,84,4,1,3
libraries/phputf8/mbstring/core.php,115,4,1,3
libraries/phputf8/strireplace.php,5,4,1,3
libraries/phputf8/strpad.php,205,6,2,4
libraries/phputf8/strsplit.php,5,6,2,4
libraries/phputf8/strcasecmp.php,187,6,2,4
libraries/phputf8/strcspn.php,68,4,1,3
libraries/phputf8/stristr.php,16,4,1,3
libraries/phputf8/strrev.php,88,4,1,3
libraries/phputf8/strspn.php,102,4,1,3
libraries/phputf8/substrreplace.php,70,4,1,3
libraries/phputf8/trim.php,101,4,1,3
libraries/phputf8/ucfirst.php,16,4,1,3
libraries/phputf8/ucwords.php,59,4,1,3
libraries/phputf8/utils/ascii.php,4,4,1,3
libraries/phputf8/utils/patterns.php,16,6,2,4
libraries/phputf8/utils/specials.php,16,4,1,3
modules/modarticlesarchive/helper.php,4,4,1,3
modules/modarticlescategories/helper.php,33,4,1,3
modules/modarticlescategory/helper.php,4,4,1,3
modules/modarticleslatest/helper.php,16,4,1,3
modules/modarticlesnews/helper.php,6,4,1,3
modules/modarticlesnews/tmpl/item.php,4,4,1,3
modules/modarticlespopular/helper.php,36,4,1,3
modules/modbanners/helper.php,86,4,1,3
modules/modbanners/modbanners.php,4,4,1,3
modules/modbreadcrumbs/tmpl/default.php,6,4,1,3
modules/modfeed/helper.php,5,4,1,3
modules/modfinder/helper.php,104,4,1,3
modules/modlanguages/helper.php,128,4,1,3
modules/modlanguages/tmpl/default.php,396,4,1,3
modules/modlogin/tmpl/default.php,104,4,1,3
modules/modmenu/helper.php,317,16,4,12
modules/modmenu/tmpl/defaulturl.php,8,4,1,3
modules/modrandomimage/helper.php,42,4,1,3
modules/modweblinks/helper.php,25,4,1,3
modules/modwrapper/modwrapper.php,31,4,1,3
modules/modwrapper/tmpl/default.php,40,6,2,4
plugins/captcha/recaptcha/recaptcha.php,116,14,4,10
plugins/content/joomla/joomla.php,15,4,1,3
plugins/editorsxtd/article/article.php,23,4,1,3
plugins/finder/categories/categories.php,26,4,1,3
plugins/finder/content/content.php,23,4,1,3
plugins/finder/newsfeeds/newsfeeds.php,106,4,1,3
plugins/finder/weblinks/weblinks.php,26,4,1,3
/quickicon/extensionupdate/extensionupdate.php,19,6,2,4
plugins/quickicon/joomlaupdate/joomlaupdate.php,16,6,2,4
plugins/system/cache/cache.php,54,8,3,5
plugins/system/logout/logout.php,139,6,2,4
plugins/system/sef/sef.php,34,4,1,3
plugins/user/joomla/joomla.php,34,6,2,4
plugins/user/profile/fields/tos.php,28,8,3,5
templates/atomic/index.php,50,6,2,4
/beez5/html/comcontent/archive/default.php,102,4,1,3
/beez5/html/comcontent/article/default.php,92,4,1,3
/beez5/html/comcontent/categories/default.php,13,6,2,4
/beez5/html/comcontent/category/blog.php,11,4,1,3
/beez5/html/comcontent/category/blogitem.php,41,4,1,3
/beez5/html/comcontent/category/default.php,43,6,2,4
/comcontent/category/defaultarticles.php,67,4,1,3
/html/comcontent/featured/defaultitem.php,56,6,2,4
templates/beez5/index.php,16,4,1,3
templates/beez20/component.php,45,4,1,3
templates/beez20/index.php,73,4,1,3
templates/system/offline.php,27,10,4,6
tests/system/phpunit.php,124,6,2,4
tests/system/suite/TestSuite.php,61,6,2,4
tests/system/suite/articles/article0002Test.php,27,8,3,5
tests/system/suite/articles/article0004Test.php,35,4,1,3
/suite/controlpanel/controlpanel0003Test.php,26,4,1,3
/suite/controlpanel/controlpanel0004Test.php,15,4,1,3
/suite/controlpanel/controlpanel0005Test.php,103,4,1,3
tests/system/suite/doInstall.php,131,4,1,3
tests/system/suite/language/language0002Test.php,36,4,1,3
tests/system/suite/modules/module0002Test.php,13,4,1,3
tests/system/suite/security/security0001Test.php,95,4,1,3
tests/unit/suite/libraries/JLoaderTest.php,49,4,1,3
/libraries/joomla/JFrameworkConfigTest.php,61,4,1,3
tests/unit/suite/libraries/joomla/JRouteTest.php,41,4,1,3
tests/unit/suite/libraries/joomla/JTextTest.php,17,4,1,3
/suite/libraries/joomla/access/JAccessTest.php,55,4,1,3
/suite/libraries/joomla/access/JRuleTest.php,73,4,1,3
/suite/libraries/joomla/access/JRulesTest.php,79,4,1,3
/joomla/application/JApplicationHelperTest.php,169,4,1,3
/joomla/application/JCategoriesTest.php,40,6,2,4
/joomla/application/JCategoryNodeTest.php,99,12,5,7
/libraries/joomla/application/JPathwayTest.php,85,10,4,6
/component/JComponentHelperTest.php,35,4,1,3
/application/component/JControllerFormTest.php,142,4,1,3
/application/component/JControllerHelper.php,307,4,1,3
/application/component/JModelAdminTest.php,209,7,1,6
/application/component/JModelFormTest.php,69,4,1,3
/application/component/JModelItemTest.php,148,4,1,3
/application/component/JModelListTest.php,7,4,1,3
/joomla/application/component/JModelTest.php,7,4,1,3
/controller/JControllerFormTest.php,20,4,1,3
/application/controller/controllerclasses.php,12,4,1,3
/application/module/JModuleHelperTest.php,12,4,1,3
/joomla/base/JAdapterInstanceTest.php,8,4,1,3
/suite/libraries/joomla/base/JAdapterTest.php,8,4,1,3
/suite/libraries/joomla/base/JNodeTest.php,8,4,1,3
/libraries/joomla/base/JObservableTest.php,8,4,1,3
/suite/libraries/joomla/base/JObserverTest.php,8,4,1,3
/suite/libraries/joomla/base/JTreeTest.php,12,4,1,3
/joomla/base/adapters/testadapter.php,22,4,1,3
/joomla/base/adapters/testadapter2.php,51,4,1,3
/joomla/base/adapters/testadapter3.php,164,4,1,3
/joomla/base/adapters/testadapter4.php,30,4,1,3
/joomla/cache/JCacheConstructTest.php,87,4,1,3
/libraries/joomla/cache/JCacheStorageTest.php,115,4,1,3
/JCacheControllerCallback.helper.php,21,4,1,3
/JCacheControllerCallbackCallbackTest.php,32,4,1,3
/controller/JCacheControllerCallbackTest.php,116,4,1,3
/controller/JCacheControllerOutputTest.php,27,6,1,5
/cache/controller/JCacheControllerPageTest.php,21,4,1,3
/cache/controller/JCacheControllerRaw.php,57,4,1,3
/cache/controller/JCacheControllerViewTest.php,19,4,1,3
/joomla/cache/storage/JCacheStorageApcTest.php,27,4,1,3
/storage/JCacheStorageEacceleratorTest.php,61,4,1,3
/cache/storage/JCacheStorageFileTest.php,13,4,1,3
/cache/storage/JCacheStorageMainTest.php,21,4,1,3
/cache/storage/JCacheStorageMemcacheTest.php,22,4,1,3
/joomla/cache/storage/JCacheStorageMock.php,6,4,1,3
/cache/storage/JCacheStorageXCacheTest.php,70,4,1,3
/libraries/joomla/client/JClientHelperTest.php,71,8,3,5
/joomla/database/JDatabaseQueryElementTest.php,31,6,2,4
/joomla/database/table/JTableAssetTest.php,79,6,2,4
/joomla/database/table/JTableCategoryTest.php,33,4,1,3
/joomla/database/table/JTableContentTest.php,33,4,1,3
/joomla/database/table/JTableExtensionTest.php,8,6,2,4
/joomla/database/table/JTableLanguageTest.php,20,4,1,3
/joomla/database/table/JTableMenuTest.php,39,4,1,3
/joomla/database/table/JTableMenuTypeTest.php,48,4,1,3
/joomla/database/table/JTableModuleTest.php,48,6,2,4
/joomla/database/table/JTableSessionTest.php,92,4,1,3
/joomla/database/table/JTableUpdateTest.php,47,4,1,3
/joomla/database/table/JTableUserTest.php,28,4,1,3
/joomla/database/table/JTableUsergroupTest.php,17,4,1,3
/joomla/database/table/JTableViewlevelTest.php,79,4,1,3
/joomla/document/JDocumentRendererTest.php,19,4,1,3
/joomla/document/error/JDocumentErrorTest.php,13,4,1,3
/joomla/document/feed/JDocumentFeedTest.php,60,4,1,3
/feed/renderer/JDocumentRendererAtomTest.php,6,4,1,3
/feed/renderer/JDocumentRendererRSSTest.php,21,4,1,3
/renderer/JDocumentRendererComponentTest.php,49,3,1,2
/html/renderer/JDocumentRendererHeadTest.php,29,3,1,2
/renderer/JDocumentRendererMessageTest.php,21,5,2,3
/html/renderer/JDocumentRendererModuleTest.php,259,4,1,3
/renderer/JDocumentRendererModulesTest.php,40,2,1,1
/joomla/document/json/JDocumentJSONTest.php,99,2,1,1
/joomla/document/raw/JDocumentRAWTest.php,85,2,1,1
/joomla/document/xml/JDocumentXMLTest.php,209,9,5,4
/environment/JFilterInputmockgeneral.php,209,4,2,2
/environment/JRequesthelperdataset.php,40,16,16,0
/joomla/environment/JRequestCleanTest.php,111,28,26,2
/joomla/environment/JRequestGetVarTest.php,24,1,1,0
/joomla/environment/JRequestGetmethodTest.php,54,15,14,1
/joomla/environment/JResponseTest.php,90,8,3,5
/joomla/environment/JURImockgeneral.php,44,3,3,0
/libraries/joomla/error/JExceptionTest.php,33,1,0,1
/suite/libraries/joomla/error/JLogTest.php,24,2,0,2
/libraries/joomla/error/JProfilerTest.php,41,1,0,1
/suite/libraries/joomla/error/inspectors.php,176,4,2,2
/libraries/joomla/event/JDispatcherTest.php,204,16,10,6
/libraries/joomla/filesystem/JArchiveTest.php,232,13,7,6
/joomla/filesystem/JFilesystemHelperTest.php,207,33,17,16
/joomla/filesystem/JFolderhelperdataset.php,53,1,1,0
/libraries/joomla/filesystem/JFolderTest.php,44,2,1,1
/libraries/joomla/filesystem/JPathTest.php,293,59,58,1
/filesystem/archive/JArchiveBzip2Test.php,175,2,1,1
/filesystem/archive/JArchiveGzipTest.php,176,2,1,1
/joomla/filesystem/archive/JArchiveTarTest.php,5,2,1,1
/filesystem/streams/JStreamStringTest.php,169,57,56,1
/filesystem/support/JStringControllerTest.php,19,26,25,1
/libraries/joomla/filter/JFilterOutputTest.php,232,2,1,1
/libraries/joomla/form/JFormDataHelper.php,166,3,1,2
/suite/libraries/joomla/form/JFormRuleTest.php,175,2,1,1
/libraries/joomla/form/testfields/test.php,176,2,1,1
/libraries/joomla/form/testrules/custom.php,103,4,2,2
/form/fields/JFormFieldAccessLevelTest.php,207,6,3,3
/form/fields/JFormFieldCacheHandlersTest.php,101,4,2,2
/joomla/form/fields/JFormFieldCategoryTest.php,232,2,1,1
/joomla/form/fields/JFormFieldCheckboxTest.php,161,2,1,1
/joomla/form/fields/JFormFieldComboTest.php,34,2,1,1
/fields/JFormFieldComponentLayoutsTest.php,18,12,11,1
/fields/JFormFieldContentLanguagesTest.php,18,12,12,0
/joomla/form/fields/JFormFieldEditorTest.php,18,12,12,0
/joomla/form/fields/JFormFieldEditorsTest.php,295,13,11,2
/joomla/form/fields/JFormFieldFileTest.php,13,14,7,7
/joomla/form/fields/JFormFieldHelpsiteTest.php,13,14,7,7
/joomla/form/fields/JFormFieldHiddenTest.php,12,14,7,7
/joomla/form/fields/JFormFieldIntegerTest.php,203,5,2,3
/joomla/form/fields/JFormFieldLanguageTest.php,287,54,23,31
/joomla/form/fields/JFormFieldListTest.php,122,182,182,0
/joomla/form/fields/JFormFieldMediaTest.php,70,2,1,1
/form/fields/JFormFieldModuleLayoutsTest.php,65,2,1,1
/joomla/form/fields/JFormFieldPasswordTest.php,87,10,5,5
/joomla/form/fields/JFormFieldRadioTest.php,147,11,5,6
/joomla/form/fields/JFormFieldRulesTest.php,48,6,6,0
/form/fields/JFormFieldSessionHandlersTest.php,185,21,0,21
/joomla/form/fields/JFormFieldSpacerTest.php,83,2,1,1
/form/fields/JFormFieldTemplateStyleTest.php,119,4,2,2
/joomla/form/fields/JFormFieldTextTest.php,105,4,2,2
/joomla/form/fields/JFormFieldTextareaTest.php,180,2,1,1
/joomla/form/fields/JFormFieldTimezoneTest.php,65,2,1,1
/joomla/form/fields/JFormFieldUserTest.php,40,19,19,0
/form/fields/JFormFieldUsergroupTest.php,40,2,1,1
/form/fields/inspectors/JFormFieldCalendar.php,36,5,4,1
/joomla/form/rules/JFormRuleBooleanTest.php,183,3,2,1
/joomla/form/rules/JFormRuleEmailTest.php,183,4,2,2
/joomla/form/rules/JFormRuleEqualsTest.php,291,4,2,2
/joomla/form/rules/JFormRuleRulesTest.php,7,2,1,1
/joomla/form/rules/JFormRuleUsernameTest.php,50,2,1,1
/suite/libraries/joomla/html/JEditorTest.php,87,10,5,5
/libraries/joomla/html/JPaginationTest.php,396,4,0,4
/joomla/html/JPaginationTestHelper.php,299,50,31,19
/suite/libraries/joomla/html/JPaneTest.php,106,18,12,6
/suite/libraries/joomla/html/JToolbarTest.php,68,3,0,3
/joomla/html/html/JHtmlAccessTest.php,21,8,5,3
/joomla/html/html/JHtmlCategoryTest.php,21,8,5,3
/joomla/html/html/JHtmlContentTest.php,21,8,5,3
/libraries/joomla/html/html/JHtmlEmailTest.php,149,8,8,0
/libraries/joomla/html/html/JHtmlFormTest.php,304,8,8,0
/libraries/joomla/html/html/JHtmlGridTest.php,59,29,11,18
/libraries/joomla/html/html/JHtmlImageTest.php,312,5,5,0
/libraries/joomla/html/html/JHtmlJgridTest.php,52,4,4,0
/libraries/joomla/html/html/JHtmlListTest.php,52,2,1,1
/libraries/joomla/html/html/JHtmlMenuTest.php,183,4,2,2
/libraries/joomla/html/html/JHtmlNumber.php,253,21,12,9
/libraries/joomla/html/html/JHtmlRulesTest.php,178,3,3,0
/joomla/html/html/JHtmlSelectTest.php,107,32,16,16
/libraries/joomla/html/htmltests/mocktest.php,176,55,45,10
/libraries/joomla/html/htmltests/mocktest2.php,22,24,17,7
/joomla/html/parameter/JElementTest.php,120,2,1,1
/parameter/element/JElementCalendarTest.php,570,16,16,0
/parameter/element/JElementCategoryTest.php,31,2,1,1
/element/JElementComponentLayoutsTest.php,95,13,12,1
/element/JElementContentLanguagesTest.php,197,16,14,2
/parameter/element/JElementEditorsTest.php,243,19,15,4
/parameter/element/JElementFilelistTest.php,197,2,1,1
/parameter/element/JElementFolderlistTest.php,77,8,4,4
/parameter/element/JElementHelpsitesTest.php,133,4,2,2
/html/parameter/element/JElementHiddenTest.php,207,10,5,5
/parameter/element/JElementImageListTest.php,228,34,17,17
/parameter/element/JElementLanguagesTest.php,102,4,2,2
/html/parameter/element/JElementListTest.php,243,8,4,4
/parameter/element/JElementMenuItemTest.php,120,4,2,2
/html/parameter/element/JElementMenuTest.php,253,4,2,2
/element/JElementModuleLayoutsTest.php,304,4,2,2
/parameter/element/JElementPasswordTest.php,107,4,2,2
/html/parameter/element/JElementRadioTest.php,65,2,1,1
/html/parameter/element/JElementSQLTest.php,22,4,2,2
/html/parameter/element/JElementSpacerTest.php,178,2,1,1
/element/JElementTemplateStyleTest.php,66,18,15,3
/html/parameter/element/JElementTextTest.php,49,34,21,13
/parameter/element/JElementTextareaTest.php,63,3,3,0
/parameter/element/JElementTimezonesTest.php,159,3,3,0
/parameter/element/JElementUserGroupTest.php,112,3,3,0
/libraries/joomla/html/toolbar/JButtonTest.php,101,2,1,1
/html/toolbar/button/JButtonConfirmTest.php,187,28,24,4
/html/toolbar/button/JButtonCustomTest.php,47,11,8,3
/html/toolbar/button/JButtonHelpTest.php,47,2,1,1
/html/toolbar/button/JButtonLinkTest.php,49,4,2,2
/html/toolbar/button/JButtonPopupTest.php,170,1,1,0
/html/toolbar/button/JButtonSeparatorTest.php,46,1,0,1
/html/toolbar/button/JButtonStandardTest.php,59,27,15,12
/libraries/joomla/installer/JExtensionTest.php,59,27,15,12
/joomla/installer/JInstallerHelperTest.php,59,27,15,12
/joomla/installer/JLibraryManifestTest.php,94,14,13,1
/joomla/installer/JPackageManifestTest.php,304,2,1,1
/adapters/JInstallerComponentTest.php,180,8,2,6
/installer/adapters/JInstallerFileTest.php,186,1,1,0
/installer/adapters/JInstallerLanguageTest.php,97,6,0,6
/installer/adapters/JInstallerLibraryTest.php,110,25,17,8
/installer/adapters/JInstallerModuleTest.php,133,8,4,4
/installer/adapters/JInstallerPackageTest.php,195,13,12,1
/installer/adapters/JInstallerPluginTest.php,272,12,12,0
/installer/adapters/JInstallerTemplateTest.php,105,2,1,1
/suite/libraries/joomla/language/JHelpTest.php,54,8,6,2
/libraries/joomla/mail/JMailHelperTest.php,39,6,3,3
/libraries/joomla/plugin/JPluginHelperTest.php,41,6,3,3
/suite/libraries/joomla/plugin/JPluginTest.php,41,6,3,3
/joomla/registry/JRegistryFormatTest.php,186,13,1,12
/registry/format/JRegistryFormatIniTest.php,116,4,2,2
/registry/format/JRegistryFormatJsonTest.php,135,2,1,1
/registry/format/JRegistryFormatPhpTest.php,159,2,1,1
/registry/format/JRegistryFormatXmlTest.php,112,2,1,1
/libraries/joomla/registry/inspectors.php,118,2,1,1
/joomla/session/JSessionStorageTest.php,8,8,4,4
/session/storage/JSessionStorageApcTest.php,24,2,1,1
/storage/JSessionStorageDatabaseTest.php,73,2,1,1
/storage/JSessionStorageEacceleratorTest.php,211,4,2,2
/storage/JSessionStorageMemcacheTest.php,187,2,1,1
/session/storage/JSessionStorageNoneTest.php,97,4,2,2
/session/storage/JSessionStorageXcacheTest.php,116,14,7,7
/joomla/updater/JUpdateAdapterTest.php,74,2,1,1
/libraries/joomla/updater/JUpdateTest.php,80,8,4,4
/libraries/joomla/updater/JUpdaterTest.php,170,8,4,4
/updater/adapters/JUpdaterCollectionTest.php,312,8,4,4
/updater/adapters/JUpdaterExtensionTest.php,122,4,2,2
/joomla/utilities/JSimpleCryptTest.php,45,8,4,4
/libraries/joomla/utilities/JSimpleXMLTest.php,22,4,2,2
/joomla/utilities/JStringhelperdataset.php,166,2,1,1
/components/commedia/helpers/media.php,161,2,1,1
administrator/includes/framework.php,148,2,1,1
includes/framework.php,35,8,4,4
/components/cominstaller/views/database/tmpl/default.php,64,8,4,4
/components/cominstaller/views/database/view.html.php,69,10,5,5
administrator/components/comjoomlaupdate/helpers/download.php,47,8,4,4
components/comcontact/models/rules/contactemail.php,81,8,4,4
components/comcontact/models/rules/contactemailmessage.php,48,23,23,0
components/comcontact/models/rules/contactemailsubject.php,16,2,1,1
libraries/cms/form/field/user.php,197,4,2,2
/components/comcontent/models/article.php,243,8,4,4
administrator/templates/bluestork/error.php,105,25,23,2
administrator/templates/hathor/error.php,113,9,8,1
administrator/templates/system/error.php,50,2,1,1
/comcontact/models/rules/contactemail.php,197,2,1,1
/models/rules/contactemailmessage.php,243,2,1,1
/models/rules/contactemailsubject.php,169,12,7,5
libraries/joomla/form/fields/text.php,231,9,6,3
templates/atomic/error.php,86,20,15,5
templates/beez5/error.php,66,2,1,1
templates/beez20/error.php,52,4,2,2
templates/system/error.php,92,4,2,2
/filesystem/libraries/dummy/helper/hello.php,268,2,1,1
/filesystem/libraries/dummy/model/user.php,270,2,1,1
/filesystem/libraries/dummya/helper/bye.php,67,2,1,1
/filesystem/libraries/dummya/model/form.php,197,16,8,8
tests/unit/suite/libraries/loader.php,86,18,9,9
/comadmin/views/help/tmpl/default.php,133,4,2,2
/components/combanners/models/clients.php,111,9,5,4
/combanners/views/banner/tmpl/edit.php,17,16,8,8
/components/comconfig/helper/component.php,244,23,13,10
/cominstaller/views/install/tmpl/default.php,120,6,3,3
/views/installed/tmpl/default.php,34,12,6,6
/complugins/views/plugin/tmpl/edit.php,142,4,2,2
/views/plugin/tmpl/editoptions.php,63,14,7,7
/comusers/views/users/tmpl/default.php,44,4,2,2
administrator/templates/isis/error.php,189,2,1,1
administrator/templates/isis/index.php,99,2,1,1
installation/views/complete/tmpl/default.php,289,2,1,1
installation/views/remove/tmpl/default.php,6,2,1,1
libraries/cms/feed/person.php,99,2,1,1
libraries/joomla/installer/helper.php,289,2,1,1
libraries/platform.php,6,2,1,1
modules/modlogin/tmpl/defaultlogout.php,69,1,1,0
/beez3/html/comcontact/contact/default.php,120,2,1,1
templates/beez3/index.php,17,4,2,2
templates/beez3/jsstrings.php,64,61,61,0
templates/protostar/error.php,34,10,10,0
templates/protostar/html/modules.php,249,4,2,2
templates/protostar/index.php,198,4,2,2
/components/comadmin/controllers/profile.php,128,20,14,6
/comadmin/helpers/html/directory.php,178,5,4,1
/comadmin/helpers/html/phpsetting.php,102,4,2,2
/components/comadmin/helpers/html/system.php,52,8,1,7
/comadmin/views/profile/tmpl/edit.php,52,13,13,0
/comadmin/views/sysinfo/tmpl/default.php,118,93,50,43
/views/sysinfo/tmpl/defaultconfig.php,160,40,40,0
/views/sysinfo/tmpl/defaultdirectory.php,64,12,11,1
/views/sysinfo/tmpl/defaultphpinfo.php,128,171,101,70
/views/sysinfo/tmpl/defaultphpsettings.php,200,31,31,0
/components/combanners/controllers/client.php,112,17,12,5
/components/combanners/models/banner.php,133,35,5,30
/components/combanners/models/banners.php,249,8,0,8
/components/combanners/models/client.php,117,10,9,1
/combanners/models/fields/bannerclient.php,262,15,6,9
/combanners/models/fields/clicks.php,263,16,7,9
/combanners/models/fields/impmade.php,138,12,10,2
/combanners/models/fields/imptotal.php,26,2,1,1
/combanners/models/fields/ordering.php,122,2,1,1
/components/combanners/models/tracks.php,119,22,10,12
/components/combanners/tables/client.php,145,3,1,2
/views/banners/tmpl/defaultbatch.php,261,27,22,5
/combanners/views/client/tmpl/edit.php,69,50,39,11
/combanners/views/clients/tmpl/default.php,54,1,1,0
/combanners/views/download/tmpl/default.php,54,1,0,1
/combanners/views/tracks/tmpl/default.php,68,19,19,0
/components/comcache/helpers/cache.php,68,19,19,0
/components/comcache/models/cache.php,53,1,1,0
/comcache/views/purge/tmpl/default.php,193,19,7,12
/comcategories/helpers/association.php,72,21,18,3
/html/categoriesadministrator.php,168,83,66,17
/comcategories/models/categories.php,419,58,58,0
/components/comcategories/tables/category.php,69,9,8,1
/views/categories/tmpl/defaultbatch.php,35,8,7,1
/comcategories/views/category/tmpl/edit.php,216,95,93,2
/views/category/tmpl/editassociations.php,216,8,4,4
/views/category/tmpl/editmetadata.php,64,2,1,1
/views/category/tmpl/editoptions.php,155,4,2,2
/comcheckin/views/checkin/tmpl/default.php,141,2,1,1
/comconfig/models/fields/filters.php,48,2,1,1
/comconfig/views/application/tmpl/default.php,124,2,1,1
/views/application/tmpl/defaultcache.php,260,2,1,1
/views/application/tmpl/defaultcookie.php,93,2,1,1
/views/application/tmpl/defaultdatabase.php,136,2,1,1
/views/application/tmpl/defaultdebug.php,95,4,2,2
/views/application/tmpl/defaultfilters.php,73,6,3,3
/views/application/tmpl/defaultftp.php,120,2,1,1
/views/application/tmpl/defaultftplogin.php,360,12,10,2
